sale_id,sale_date,product,category,unit_price,quantity,total_amount,region,payment_method,sales_rep
1775,2025-02-15 21:19:00,Headphones,Electronics,2038.08,3,6114.24,East,UPI,Karan
1773,2025-02-15 21:22:00,Smartwatch,Electronics,6092.88,1,6092.88,North,Credit Card,Karan
1803,2025-02-16 09:45:00,Study Table,Furniture,5941.18,5,29705.9,East,UPI,Karan
1799,2025-02-16 10:13:00,Study Table,Furniture,5493.72,2,10987.44,South,Net Banking,Aarav
1795,2025-02-16 10:21:00,T-Shirt,Fashion,745.44,1,745.44,South,Net Banking,Vikram
1792,2025-02-16 11:18:00,Running Shoes,Fashion,2952.25,1,2952.25,East,Net Banking,Rohan
1801,2025-02-16 13:36:00,Smartwatch,Electronics,5646.79,4,22587.16,East,Cash,Sneha
1791,2025-02-16 14:29:00,Microwave Oven,Appliances,9209.35,1,9209.35,West,UPI,Diya
1796,2025-02-16 14:34:00,Air Fryer,Appliances,7124.27,2,14248.54,South,Credit Card,Diya
1798,2025-02-16 15:04:00,Notebook Set,Stationery,247.26,1,247.26,North,Net Banking,Vikram
1789,2025-02-16 16:06:00,Smartphone,Electronics,26564.26,4,106257.04,West,Debit Card,Anjali
1797,2025-02-16 16:07:00,Microwave Oven,Appliances,9232.47,2,18464.94,West,Debit Card,Diya
1800,2025-02-16 17:18:00,Air Fryer,Appliances,6040.74,1,6040.74,West,Net Banking,Anjali
1802,2025-02-16 17:25:00,Smartphone,Electronics,25413.63,2,50827.26,South,Debit Card,Aarav
1790,2025-02-16 18:16:00,Running Shoes,Fashion,3028.28,1,3028.28,East,Cash,Rohan
1804,2025-02-16 18:25:00,Notebook Set,Stationery,226.56,1,226.56,East,Cash,Vikram
1794,2025-02-16 18:26:00,Air Fryer,Appliances,6242.75,1,6242.75,South,Net Banking,Priya
1788,2025-02-16 19:51:00,Study Table,Furniture,5849.19,2,11698.38,North,Cash,Rohan
1793,2025-02-16 21:06:00,T-Shirt,Fashion,736.47,3,2209.41,East,Net Banking,Diya
1823,2025-02-17 10:03:00,Laptop,Electronics,56564.87,3,169694.61,South,Cash,Vikram
1821,2025-02-17 10:09:00,Air Fryer,Appliances,6535.61,1,6535.61,South,Cash,Vikram
1819,2025-02-17 10:38:00,Office Chair,Furniture,8036.79,1,8036.79,South,Net Banking,Rohan
1806,2025-02-17 11:18:00,Notebook Set,Stationery,271.22,3,813.66,South,Credit Card,Aarav
1820,2025-02-17 13:50:00,Coffee Maker,Appliances,3462.66,3,10387.98,South,Cash,Rohan
1817,2025-02-17 13:51:00,Backpack,Fashion,1680.87,1,1680.87,North,Debit Card,Anjali
1805,2025-02-17 16:08:00,Bookshelf,Furniture,4036.1,2,8072.2,South,Net Banking,Vikram
1809,2025-02-17 16:24:00,Running Shoes,Fashion,3206.03,2,6412.06,East,Credit Card,Rohan
1813,2025-02-17 16:40:00,T-Shirt,Fashion,862.39,1,862.39,North,Net Banking,Karan
1807,2025-02-17 16:42:00,Smartphone,Electronics,25741.95,1,25741.95,West,Credit Card,Diya
1808,2025-02-17 16:57:00,Headphones,Electronics,2056.9,1,2056.9,West,Net Banking,Rohan
1812,2025-02-17 17:54:00,Microwave Oven,Appliances,7786.11,2,15572.22,East,Cash,Diya
1810,2025-02-17 20:15:00,Bookshelf,Furniture,4083.66,2,8167.32,East,Cash,Sneha
1811,2025-02-17 20:23:00,Laptop,Electronics,60260.57,2,120521.14,North,Net Banking,Anjali
1822,2025-02-17 20:40:00,Air Fryer,Appliances,6348.12,2,12696.24,South,Credit Card,Sneha
1816,2025-02-17 20:50:00,Microwave Oven,Appliances,9218.87,2,18437.74,East,UPI,Anjali
1814,2025-02-17 21:00:00,Backpack,Fashion,1639.0,1,1639.0,West,Cash,Anjali
1818,2025-02-17 21:17:00,Smartphone,Electronics,23134.11,1,23134.11,East,Credit Card,Karan
1815,2025-02-17 21:18:00,Backpack,Fashion,1884.17,1,1884.17,East,Credit Card,Aarav
1824,2025-02-17 21:59:00,Running Shoes,Fashion,3072.87,2,6145.74,South,Cash,Vikram
1830,2025-02-18 09:01:00,Smartwatch,Electronics,6270.3,1,6270.3,North,UPI,Priya
1837,2025-02-18 09:04:00,Pen Pack,Stationery,98.83,1,98.83,North,Net Banking,Karan
1825,2025-02-18 09:18:00,Office Chair,Furniture,6967.72,4,27870.88,West,Cash,Sneha
1831,2025-02-18 10:05:00,Backpack,Fashion,1849.71,2,3699.42,South,Cash,Rohan
1838,2025-02-18 11:41:00,Air Fryer,Appliances,6429.65,4,25718.6,North,UPI,Vikram
1845,2025-02-18 12:08:00,Smartphone,Electronics,26926.07,1,26926.07,North,Credit Card,Aarav
1832,2025-02-18 13:29:00,Pen Pack,Stationery,92.22,1,92.22,North,Cash,Karan
1827,2025-02-18 13:41:00,Study Table,Furniture,5247.36,3,15742.08,West,Cash,Priya
1843,2025-02-18 13:41:00,Smartphone,Electronics,26705.91,3,80117.73,South,Credit Card,Aarav
1846,2025-02-18 15:04:00,Microwave Oven,Appliances,9343.85,1,9343.85,East,Cash,Anjali
1829,2025-02-18 15:06:00,Coffee Maker,Appliances,3155.93,1,3155.93,North,Cash,Sneha
1834,2025-02-18 15:24:00,Air Fryer,Appliances,5946.2,3,17838.6,East,UPI,Karan
1839,2025-02-18 15:36:00,Office Chair,Furniture,6977.41,1,6977.41,North,Net Banking,Anjali
1844,2025-02-18 15:57:00,Bookshelf,Furniture,4128.59,1,4128.59,North,Debit Card,Anjali
1835,2025-02-18 16:59:00,Notebook Set,Stationery,238.23,1,238.23,South,Net Banking,Vikram
1828,2025-02-18 17:21:00,Microwave Oven,Appliances,8792.21,3,26376.63,South,Debit Card,Aarav
1826,2025-02-18 17:40:00,T-Shirt,Fashion,829.26,1,829.26,East,Cash,Karan
1836,2025-02-18 17:49:00,Headphones,Electronics,2058.19,1,2058.19,West,Credit Card,Diya
1842,2025-02-18 19:41:00,Study Table,Furniture,5700.02,1,5700.02,North,Debit Card,Sneha
1841,2025-02-18 21:30:00,Laptop,Electronics,53728.66,2,107457.32,North,Net Banking,Sneha
1847,2025-02-18 21:46:00,Laptop,Electronics,49907.47,1,49907.47,North,Cash,Diya
1833,2025-02-18 21:49:00,Air Fryer,Appliances,6405.08,4,25620.32,East,Debit Card,Rohan
1840,2025-02-18 21:51:00,Running Shoes,Fashion,3159.08,3,9477.24,North,Net Banking,Priya
1856,2025-02-19 10:00:00,Air Fryer,Appliances,6055.08,4,24220.32,North,Credit Card,Diya
1859,2025-02-19 10:40:00,Backpack,Fashion,1684.8,1,1684.8,East,Debit Card,Vikram
1851,2025-02-19 10:52:00,Running Shoes,Fashion,3271.18,3,9813.54,North,UPI,Anjali
1850,2025-02-19 11:40:00,Smartwatch,Electronics,6241.56,1,6241.56,North,Debit Card,Diya
1861,2025-02-19 13:03:00,Running Shoes,Fashion,3373.01,2,6746.02,South,UPI,Rohan
1854,2025-02-19 13:09:00,Backpack,Fashion,1682.44,1,1682.44,West,Credit Card,Sneha
1858,2025-02-19 15:15:00,Headphones,Electronics,2055.93,2,4111.86,South,Net Banking,Aarav
1857,2025-02-19 15:44:00,Microwave Oven,Appliances,8757.98,4,35031.92,West,Credit Card,Priya
1849,2025-02-19 16:41:00,Pen Pack,Stationery,91.44,2,182.88,North,Cash,Aarav
1860,2025-02-19 17:06:00,Laptop,Electronics,55634.81,1,55634.81,East,Net Banking,Priya
1853,2025-02-19 17:08:00,Study Table,Furniture,5082.88,2,10165.76,East,Credit Card,Aarav
1855,2025-02-19 18:02:00,T-Shirt,Fashion,746.4,1,746.4,South,UPI,Vikram
1848,2025-02-19 19:55:00,Air Fryer,Appliances,6700.0,2,13400.0,South,Net Banking,Priya
1852,2025-02-19 21:12:00,Backpack,Fashion,1907.7,1,1907.7,West,Debit Card,Vikram
1862,2025-02-20 09:03:00,Running Shoes,Fashion,2992.85,2,5985.7,East,Debit Card,Priya
1869,2025-02-20 09:17:00,Study Table,Furniture,5089.93,2,10179.86,South,UPI,Anjali
1864,2025-02-20 09:31:00,Pen Pack,Stationery,100.75,1,100.75,North,UPI,Priya
1876,2025-02-20 10:28:00,Running Shoes,Fashion,3398.22,2,6796.44,West,Credit Card,Diya
1871,2025-02-20 11:36:00,Air Fryer,Appliances,6882.94,5,34414.7,South,UPI,Vikram
1873,2025-02-20 12:15:00,Laptop,Electronics,57530.2,2,115060.4,East,Cash,Priya
1872,2025-02-20 12:37:00,Notebook Set,Stationery,251.09,3,753.27,West,Cash,Karan
1870,2025-02-20 12:56:00,Running Shoes,Fashion,3147.66,3,9442.98,East,Net Banking,Rohan
1881,2025-02-20 13:27:00,Pen Pack,Stationery,103.82,2,207.64,East,Net Banking,Priya
1882,2025-02-20 14:47:00,Air Fryer,Appliances,6740.06,2,13480.12,North,Net Banking,Sneha
1867,2025-02-20 15:09:00,Smartphone,Electronics,24854.95,1,24854.95,South,Net Banking,Anjali
1865,2025-02-20 15:12:00,Microwave Oven,Appliances,8406.2,2,16812.4,East,Credit Card,Diya
1877,2025-02-20 15:13:00,T-Shirt,Fashion,840.49,2,1680.98,South,Debit Card,Karan
1866,2025-02-20 15:55:00,Study Table,Furniture,5200.56,1,5200.56,South,Cash,Priya
1879,2025-02-20 16:29:00,Notebook Set,Stationery,253.52,2,507.04,South,Cash,Rohan
1883,2025-02-20 16:39:00,Pen Pack,Stationery,91.03,1,91.03,North,Debit Card,Sneha
1878,2025-02-20 16:42:00,Smartwatch,Electronics,6177.17,1,6177.17,East,Credit Card,Anjali
1875,2025-02-20 17:02:00,Laptop,Electronics,60404.01,2,120808.02,West,Net Banking,Vikram
1884,2025-02-20 17:45:00,Headphones,Electronics,2059.27,2,4118.54,South,Credit Card,Sneha
1874,2025-02-20 18:57:00,Pen Pack,Stationery,108.55,4,434.2,North,Cash,Aarav
1868,2025-02-20 20:12:00,Headphones,Electronics,1954.93,1,1954.93,East,Debit Card,Priya
1880,2025-02-20 20:40:00,Air Fryer,Appliances,6983.02,2,13966.04,North,UPI,Vikram
1863,2025-02-20 21:29:00,Bookshelf,Furniture,3801.11,2,7602.22,North,UPI,Aarav
1895,2025-02-21 09:09:00,Study Table,Furniture,6017.8,3,18053.4,East,Debit Card,Anjali
1898,2025-02-21 09:42:00,Study Table,Furniture,5152.95,2,10305.9,East,Debit Card,Rohan
1889,2025-02-21 10:06:00,Bookshelf,Furniture,4318.36,1,4318.36,South,Debit Card,Diya
1888,2025-02-21 10:12:00,Air Fryer,Appliances,6725.3,2,13450.6,West,UPI,Diya
1887,2025-02-21 10:30:00,Study Table,Furniture,5447.65,2,10895.3,East,Cash,Sneha
1894,2025-02-21 11:50:00,Backpack,Fashion,1667.5,3,5002.5,East,Credit Card,Anjali
1890,2025-02-21 12:33:00,Microwave Oven,Appliances,7901.52,1,7901.52,North,Debit Card,Vikram
1892,2025-02-21 12:53:00,Smartwatch,Electronics,5475.54,4,21902.16,East,Cash,Sneha
1891,2025-02-21 14:26:00,Coffee Maker,Appliances,3529.0,1,3529.0,West,UPI,Karan
1897,2025-02-21 14:36:00,Headphones,Electronics,1895.16,1,1895.16,South,Cash,Karan
1886,2025-02-21 15:17:00,Study Table,Furniture,5937.73,2,11875.46,North,UPI,Sneha
1896,2025-02-21 17:18:00,Headphones,Electronics,2047.45,1,2047.45,South,Credit Card,Rohan
1899,2025-02-21 17:19:00,Study Table,Furniture,5443.27,5,27216.35,North,UPI,Vikram
1893,2025-02-21 18:42:00,Coffee Maker,Appliances,3602.24,1,3602.24,West,Cash,Karan
1885,2025-02-21 21:37:00,T-Shirt,Fashion,738.17,1,738.17,South,Credit Card,Sneha
1902,2025-02-22 09:08:00,Study Table,Furniture,5708.06,2,11416.12,North,Debit Card,Aarav
1906,2025-02-22 09:58:00,Study Table,Furniture,5613.49,2,11226.98,East,Cash,Rohan
1908,2025-02-22 10:13:00,Office Chair,Furniture,8216.29,4,32865.16,West,Cash,Anjali
1905,2025-02-22 10:32:00,T-Shirt,Fashion,855.91,2,1711.82,West,Credit Card,Anjali
1922,2025-02-22 11:00:00,Smartphone,Electronics,25172.1,1,25172.1,South,Net Banking,Karan
1918,2025-02-22 11:20:00,Notebook Set,Stationery,237.98,2,475.96,West,Credit Card,Sneha
1912,2025-02-22 12:11:00,Microwave Oven,Appliances,8615.46,4,34461.84,West,Debit Card,Anjali
1914,2025-02-22 13:19:00,Smartwatch,Electronics,5432.21,1,5432.21,West,UPI,Karan
1911,2025-02-22 13:26:00,Smartphone,Electronics,22533.09,2,45066.18,South,Net Banking,Anjali
1901,2025-02-22 13:48:00,Coffee Maker,Appliances,3643.82,1,3643.82,South,Net Banking,Anjali
1907,2025-02-22 14:00:00,Microwave Oven,Appliances,9101.47,1,9101.47,East,Debit Card,Sneha
1903,2025-02-22 14:05:00,Bookshelf,Furniture,4094.02,1,4094.02,East,UPI,Priya
1900,2025-02-22 14:09:00,Air Fryer,Appliances,6039.0,1,6039.0,North,Net Banking,Sneha
1909,2025-02-22 15:46:00,Office Chair,Furniture,6995.69,2,13991.38,West,Credit Card,Diya
1920,2025-02-22 17:12:00,Office Chair,Furniture,7544.42,4,30177.68,South,UPI,Rohan
1910,2025-02-22 17:21:00,Headphones,Electronics,1883.11,1,1883.11,North,Net Banking,Vikram
1913,2025-02-22 18:19:00,Laptop,Electronics,58550.79,1,58550.79,West,Net Banking,Anjali
1915,2025-02-22 19:15:00,Bookshelf,Furniture,3743.5,4,14974.0,North,UPI,Karan
1921,2025-02-22 19:51:00,T-Shirt,Fashion,771.62,1,771.62,East,Debit Card,Sneha
1919,2025-02-22 19:58:00,Headphones,Electronics,1821.16,1,1821.16,East,UPI,Karan
1916,2025-02-22 20:23:00,Running Shoes,Fashion,3516.37,1,3516.37,West,Net Banking,Vikram
1917,2025-02-22 20:52:00,Notebook Set,Stationery,237.9,2,475.8,North,Debit Card,Aarav
1904,2025-02-22 21:17:00,Backpack,Fashion,1809.52,3,5428.56,South,UPI,Diya
1925,2025-02-23 09:30:00,Pen Pack,Stationery,91.53,3,274.59,East,Debit Card,Sneha
1930,2025-02-23 10:19:00,Running Shoes,Fashion,2956.11,1,2956.11,North,UPI,Diya
1938,2025-02-23 10:20:00,Microwave Oven,Appliances,8140.06,2,16280.12,West,UPI,Vikram
1941,2025-02-23 10:25:00,Laptop,Electronics,60485.96,1,60485.96,West,Net Banking,Diya
1937,2025-02-23 10:33:00,Air Fryer,Appliances,7130.0,1,7130.0,South,Cash,Sneha
1940,2025-02-23 10:57:00,Office Chair,Furniture,8227.44,1,8227.44,West,Debit Card,Rohan
1923,2025-02-23 11:06:00,Air Fryer,Appliances,6480.37,1,6480.37,South,Credit Card,Priya
1927,2025-02-23 11:54:00,Laptop,Electronics,57689.06,1,57689.06,South,Credit Card,Karan
1929,2025-02-23 12:06:00,Air Fryer,Appliances,6479.53,1,6479.53,North,Net Banking,Aarav
1931,2025-02-23 12:11:00,Pen Pack,Stationery,102.04,2,204.08,East,UPI,Diya
1935,2025-02-23 14:44:00,Pen Pack,Stationery,100.08,2,200.16,South,Cash,Diya
1936,2025-02-23 15:13:00,Headphones,Electronics,2133.9,5,10669.5,South,Cash,Diya
1928,2025-02-23 15:44:00,Headphones,Electronics,1883.94,5,9419.7,North,UPI,Aarav
1932,2025-02-23 18:22:00,Headphones,Electronics,2138.34,4,8553.36,East,Credit Card,Priya
1926,2025-02-23 18:33:00,Headphones,Electronics,2126.82,4,8507.28,East,Credit Card,Karan
1924,2025-02-23 18:44:00,Notebook Set,Stationery,234.42,4,937.68,North,Cash,Anjali
1933,2025-02-23 18:48:00,T-Shirt,Fashion,811.24,1,811.24,North,Net Banking,Priya
1939,2025-02-23 19:53:00,Office Chair,Furniture,7435.42,2,14870.84,West,Credit Card,Vikram
1934,2025-02-23 21:34:00,Microwave Oven,Appliances,7975.63,1,7975.63,North,UPI,Priya
1950,2025-02-24 10:24:00,Air Fryer,Appliances,5891.08,1,5891.08,West,Debit Card,Vikram
1942,2025-02-24 10:47:00,Headphones,Electronics,1957.92,2,3915.84,South,UPI,Sneha
1946,2025-02-24 12:40:00,Smartphone,Electronics,23110.95,1,23110.95,South,UPI,Diya
1949,2025-02-24 13:34:00,Office Chair,Furniture,7743.14,1,7743.14,East,Net Banking,Aarav
1943,2025-02-24 15:07:00,Smartwatch,Electronics,5806.36,2,11612.72,South,Cash,Anjali
1945,2025-02-24 16:32:00,Coffee Maker,Appliances,3572.22,1,3572.22,East,Credit Card,Anjali
1952,2025-02-24 16:48:00,Bookshelf,Furniture,3707.59,2,7415.18,North,Net Banking,Anjali
1951,2025-02-24 17:42:00,Running Shoes,Fashion,3174.18,1,3174.18,East,Credit Card,Anjali
1944,2025-02-24 18:17:00,Office Chair,Furniture,7897.23,3,23691.69,West,Debit Card,Anjali
1947,2025-02-24 19:01:00,Microwave Oven,Appliances,7739.85,1,7739.85,South,Cash,Sneha
1948,2025-02-24 21:04:00,Headphones,Electronics,1921.1,2,3842.2,West,Cash,Priya
1959,2025-02-25 09:20:00,Office Chair,Furniture,6780.6,1,6780.6,West,Net Banking,Vikram
1960,2025-02-25 10:44:00,Study Table,Furniture,5579.79,3,16739.37,South,Debit Card,Anjali
1973,2025-02-25 11:17:00,Bookshelf,Furniture,4117.54,1,4117.54,South,UPI,Karan
1961,2025-02-25 11:39:00,T-Shirt,Fashion,849.83,2,1699.66,East,Debit Card,Vikram
1974,2025-02-25 11:41:00,Air Fryer,Appliances,6894.6,2,13789.2,North,Cash,Aarav
1971,2025-02-25 12:25:00,Coffee Maker,Appliances,3262.41,2,6524.82,South,UPI,Rohan
1970,2025-02-25 12:54:00,Notebook Set,Stationery,266.51,1,266.51,West,Debit Card,Karan
1972,2025-02-25 13:29:00,Smartwatch,Electronics,5433.25,3,16299.75,West,Net Banking,Vikram
1965,2025-02-25 13:32:00,Study Table,Furniture,5825.22,2,11650.44,East,Cash,Sneha
1969,2025-02-25 13:54:00,Smartwatch,Electronics,5580.57,2,11161.14,West,Cash,Sneha
1955,2025-02-25 14:22:00,Laptop,Electronics,49809.62,1,49809.62,North,Debit Card,Vikram
1956,2025-02-25 15:22:00,Smartphone,Electronics,24640.74,5,123203.7,North,Credit Card,Priya
1954,2025-02-25 15:39:00,Bookshelf,Furniture,3810.71,2,7621.42,East,Debit Card,Sneha
1958,2025-02-25 16:42:00,Headphones,Electronics,1807.88,1,1807.88,West,Net Banking,Vikram
1968,2025-02-25 17:12:00,Pen Pack,Stationery,101.32,2,202.64,East,Cash,Rohan
1966,2025-02-25 17:29:00,Smartwatch,Electronics,5897.18,1,5897.18,South,UPI,Rohan
1977,2025-02-25 17:42:00,Backpack,Fashion,1884.41,4,7537.64,East,Cash,Diya
1953,2025-02-25 17:54:00,Coffee Maker,Appliances,3527.57,1,3527.57,South,Net Banking,Aarav
1975,2025-02-25 18:19:00,Laptop,Electronics,58955.42,1,58955.42,North,Cash,Sneha
1957,2025-02-25 20:04:00,Smartwatch,Electronics,6177.7,2,12355.4,East,UPI,Sneha
1967,2025-02-25 20:29:00,Backpack,Fashion,1799.71,2,3599.42,East,Net Banking,Vikram
1976,2025-02-25 20:53:00,Coffee Maker,Appliances,3610.2,1,3610.2,South,Credit Card,Diya
1962,2025-02-25 21:04:00,Smartwatch,Electronics,5996.34,3,17989.02,South,Debit Card,Karan
1963,2025-02-25 21:14:00,Laptop,Electronics,52770.52,2,105541.04,North,Net Banking,Diya
1964,2025-02-25 21:33:00,Backpack,Fashion,1741.26,1,1741.26,West,Cash,Priya
1990,2025-02-26 10:07:00,Smartwatch,Electronics,6153.96,1,6153.96,South,Credit Card,Rohan
1980,2025-02-26 10:20:00,Running Shoes,Fashion,3221.42,2,6442.84,West,Cash,Priya
1985,2025-02-26 12:55:00,Pen Pack,Stationery,106.45,1,106.45,South,Cash,Sneha
1979,2025-02-26 13:28:00,Smartwatch,Electronics,5573.13,1,5573.13,West,Debit Card,Aarav
1991,2025-02-26 14:28:00,Notebook Set,Stationery,254.7,1,254.7,West,Credit Card,Karan
1981,2025-02-26 14:30:00,Office Chair,Furniture,8069.15,4,32276.6,East,Debit Card,Aarav
1987,2025-02-26 14:45:00,Running Shoes,Fashion,3351.64,4,13406.56,West,UPI,Rohan
1978,2025-02-26 14:53:00,Backpack,Fashion,1664.02,3,4992.06,West,Credit Card,Vikram
1988,2025-02-26 15:38:00,Microwave Oven,Appliances,8093.65,1,8093.65,East,Cash,Aarav
1984,2025-02-26 15:59:00,Notebook Set,Stationery,247.12,1,247.12,East,Debit Card,Diya
1989,2025-02-26 19:28:00,Air Fryer,Appliances,5917.73,2,11835.46,South,UPI,Vikram
1983,2025-02-26 20:23:00,T-Shirt,Fashion,781.55,2,1563.1,North,Net Banking,Priya
1982,2025-02-26 20:42:00,Coffee Maker,Appliances,3826.76,2,7653.52,North,Credit Card,Karan
1986,2025-02-26 21:02:00,Pen Pack,Stationery,106.24,2,212.48,East,UPI,Anjali
1992,2025-02-26 21:18:00,Headphones,Electronics,2074.99,3,6224.97,South,UPI,Vikram
1995,2025-02-27 10:23:00,Backpack,Fashion,1774.41,1,1774.41,South,Net Banking,Diya
2010,2025-02-27 11:02:00,Laptop,Electronics,51578.12,1,51578.12,West,Debit Card,Rohan
2006,2025-02-27 11:16:00,Smartphone,Electronics,24086.59,2,48173.18,North,Debit Card,Aarav
1998,2025-02-27 12:52:00,Headphones,Electronics,1972.52,1,1972.52,East,Credit Card,Vikram
1999,2025-02-27 13:16:00,Headphones,Electronics,1963.41,1,1963.41,South,Net Banking,Anjali
1994,2025-02-27 13:44:00,Pen Pack,Stationery,91.78,1,91.78,South,UPI,Vikram
2007,2025-02-27 13:47:00,Headphones,Electronics,1999.68,5,9998.4,East,Cash,Karan
2004,2025-02-27 15:42:00,T-Shirt,Fashion,819.15,1,819.15,East,Credit Card,Aarav
2001,2025-02-27 15:43:00,Headphones,Electronics,2148.58,5,10742.9,South,Cash,Vikram
2011,2025-02-27 16:02:00,Microwave Oven,Appliances,8444.13,1,8444.13,West,Debit Card,Anjali
2009,2025-02-27 16:48:00,Bookshelf,Furniture,4314.14,1,4314.14,South,Net Banking,Anjali
1996,2025-02-27 16:52:00,Laptop,Electronics,57404.42,1,57404.42,West,UPI,Priya
2005,2025-02-27 16:59:00,Backpack,Fashion,1684.57,1,1684.57,East,Cash,Rohan
2002,2025-02-27 17:03:00,Microwave Oven,Appliances,8665.23,1,8665.23,North,Debit Card,Priya
1993,2025-02-27 18:14:00,Headphones,Electronics,1957.4,1,1957.4,North,UPI,Priya
2000,2025-02-27 19:29:00,Pen Pack,Stationery,94.97,2,189.94,North,UPI,Anjali
2003,2025-02-27 19:51:00,Running Shoes,Fashion,3461.26,5,17306.3,North,UPI,Karan
1997,2025-02-27 21:17:00,Microwave Oven,Appliances,7995.35,4,31981.4,East,Cash,Vikram
2008,2025-02-27 21:59:00,Pen Pack,Stationery,107.54,2,215.08,East,Net Banking,Sneha
2028,2025-02-28 09:32:00,Office Chair,Furniture,7602.8,2,15205.6,North,Net Banking,Vikram
2019,2025-02-28 09:47:00,Air Fryer,Appliances,6686.74,1,6686.74,North,Net Banking,Vikram
2030,2025-02-28 10:47:00,Backpack,Fashion,1649.44,2,3298.88,West,Credit Card,Rohan
2012,2025-02-28 11:07:00,Running Shoes,Fashion,2951.99,2,5903.98,East,UPI,Priya
2027,2025-02-28 11:08:00,Smartphone,Electronics,27036.04,1,27036.04,East,Credit Card,Vikram
2032,2025-02-28 13:21:00,Air Fryer,Appliances,6721.34,2,13442.68,South,Credit Card,Rohan
2022,2025-02-28 13:57:00,Running Shoes,Fashion,3392.7,2,6785.4,South,Debit Card,Diya
2015,2025-02-28 14:01:00,Smartwatch,Electronics,6321.9,2,12643.8,East,UPI,Vikram
2016,2025-02-28 14:09:00,Study Table,Furniture,5599.37,5,27996.85,North,UPI,Anjali
2021,2025-02-28 15:18:00,Notebook Set,Stationery,235.41,1,235.41,South,UPI,Karan
2024,2025-02-28 15:51:00,Backpack,Fashion,1836.12,1,1836.12,East,Net Banking,Rohan
2023,2025-02-28 16:56:00,Notebook Set,Stationery,243.37,1,243.37,West,Cash,Karan
2026,2025-02-28 17:05:00,Pen Pack,Stationery,99.91,2,199.82,East,Cash,Vikram
2025,2025-02-28 17:21:00,Bookshelf,Furniture,4104.55,1,4104.55,West,Credit Card,Rohan
2029,2025-02-28 18:52:00,Bookshelf,Furniture,3675.59,2,7351.18,East,Debit Card,Karan
2033,2025-02-28 19:06:00,Smartphone,Electronics,26235.15,2,52470.3,West,Net Banking,Aarav
2017,2025-02-28 19:17:00,Notebook Set,Stationery,260.39,1,260.39,North,Debit Card,Aarav
2031,2025-02-28 20:19:00,Notebook Set,Stationery,244.65,1,244.65,East,Net Banking,Anjali
2013,2025-02-28 20:32:00,Notebook Set,Stationery,239.21,3,717.63,East,Net Banking,Priya
2018,2025-02-28 20:46:00,Coffee Maker,Appliances,3585.66,1,3585.66,South,Credit Card,Aarav
2014,2025-02-28 21:36:00,Backpack,Fashion,1979.28,1,1979.28,South,Cash,Diya
2020,2025-02-28 21:55:00,Smartphone,Electronics,24494.29,1,24494.29,West,UPI,Aarav
2038,2025-03-01 09:07:00,Air Fryer,Appliances,6452.45,1,6452.45,South,Credit Card,Anjali
2036,2025-03-01 09:44:00,Headphones,Electronics,1854.05,1,1854.05,South,UPI,Priya
2035,2025-03-01 14:44:00,Office Chair,Furniture,7677.75,5,38388.75,West,Debit Card,Diya
2037,2025-03-01 15:53:00,Running Shoes,Fashion,3295.12,2,6590.24,South,UPI,Karan
2034,2025-03-01 16:29:00,Bookshelf,Furniture,3693.34,1,3693.34,West,Net Banking,Anjali
2039,2025-03-01 18:15:00,Running Shoes,Fashion,3181.75,3,9545.25,South,Debit Card,Vikram
2041,2025-03-01 18:46:00,Laptop,Electronics,54862.46,1,54862.46,West,Credit Card,Aarav
2040,2025-03-01 20:27:00,Laptop,Electronics,53172.35,1,53172.35,West,Cash,Karan
2053,2025-03-02 10:06:00,Air Fryer,Appliances,6444.28,3,19332.84,North,Net Banking,Aarav
2042,2025-03-02 10:17:00,Laptop,Electronics,54142.05,1,54142.05,West,Cash,Diya
2064,2025-03-02 11:44:00,Notebook Set,Stationery,238.99,2,477.98,West,Cash,Priya
2056,2025-03-02 12:28:00,Study Table,Furniture,5851.08,1,5851.08,West,UPI,Priya
2054,2025-03-02 12:58:00,T-Shirt,Fashion,736.87,2,1473.74,East,Credit Card,Karan
2063,2025-03-02 13:46:00,Pen Pack,Stationery,103.62,2,207.24,East,Debit Card,Aarav
2051,2025-03-02 14:49:00,Running Shoes,Fashion,3045.01,1,3045.01,North,Net Banking,Karan
2061,2025-03-02 15:03:00,Study Table,Furniture,5391.82,3,16175.46,West,UPI,Rohan
2059,2025-03-02 15:58:00,Air Fryer,Appliances,6146.64,3,18439.92,West,Cash,Sneha
2047,2025-03-02 16:08:00,Office Chair,Furniture,7786.05,1,7786.05,South,Credit Card,Rohan
2044,2025-03-02 16:14:00,Office Chair,Furniture,7839.31,1,7839.31,South,Net Banking,Sneha
2048,2025-03-02 16:19:00,Backpack,Fashion,1797.19,3,5391.57,South,Credit Card,Aarav
2043,2025-03-02 16:44:00,Running Shoes,Fashion,3278.53,2,6557.06,West,UPI,Rohan
2057,2025-03-02 17:10:00,Notebook Set,Stationery,265.46,1,265.46,North,Debit Card,Sneha
2052,2025-03-02 17:38:00,Pen Pack,Stationery,93.02,2,186.04,North,UPI,Anjali
2050,2025-03-02 18:14:00,Air Fryer,Appliances,5932.77,1,5932.77,North,Net Banking,Priya
2049,2025-03-02 19:10:00,Laptop,Electronics,53446.65,1,53446.65,South,Net Banking,Aarav
2058,2025-03-02 19:15:00,Microwave Oven,Appliances,8933.24,1,8933.24,South,Net Banking,Vikram
